time iter num.topics num.tables likelihood gamma alpha split merge trial
 1390.00 00227 0054 158423 -4009529.32277 1.00000 1.00000 0 0 0
 1396.00 00228 0055 158365 -4010046.89038 1.00000 1.00000 0 0 0
 1402.00 00229 0054 158345 -4010197.70569 1.00000 1.00000 0 0 0
 1408.00 00230 0054 158567 -4009089.76861 1.00000 1.00000 0 0 0
 1414.00 00231 0055 158289 -4007425.10314 1.00000 1.00000 0 0 0
 1420.00 00232 0054 158167 -4006659.57995 1.00000 1.00000 0 0 0
 1426.00 00233 0055 158536 -4008709.93419 1.00000 1.00000 0 0 0
 1432.00 00234 0054 158613 -4008076.93046 1.00000 1.00000 0 0 0
 1438.00 00235 0056 158545 -4008747.96752 1.00000 1.00000 0 0 0
 1444.00 00236 0056 158678 -4008044.79859 1.00000 1.00000 0 0 0
 1450.00 00237 0056 158559 -4007785.59235 1.00000 1.00000 0 0 0
 1456.00 00238 0054 158577 -4008402.49915 1.00000 1.00000 0 0 0
 1462.00 00239 0054 158163 -4007034.96694 1.00000 1.00000 0 0 0
 1468.00 00240 0054 158442 -4008731.57328 1.00000 1.00000 0 0 0
 1474.00 00241 0054 158559 -4010856.58153 1.00000 1.00000 0 0 0
 1480.00 00242 0056 158679 -4010327.12072 1.00000 1.00000 0 0 0
 1486.00 00243 0056 158628 -4009746.66811 1.00000 1.00000 0 0 0
 1492.00 00244 0054 158844 -4011098.68638 1.00000 1.00000 0 0 0
 1498.00 00245 0055 158930 -4012794.91076 1.00000 1.00000 0 0 0
 1504.00 00246 0054 158603 -4010469.82731 1.00000 1.00000 0 0 0
 1510.00 00247 0054 158598 -4009585.78589 1.00000 1.00000 0 0 0
 1516.00 00248 0054 158784 -4011341.25028 1.00000 1.00000 0 0 0
 1522.00 00249 0055 158457 -4010877.97584 1.00000 1.00000 0 0 0
 1528.00 00250 0054 158441 -4011941.92085 1.00000 1.00000 0 0 0
 1534.00 00251 0054 158064 -4009303.55478 1.00000 1.00000 0 0 0
 1539.00 00252 0054 158268 -4009538.23440 1.00000 1.00000 0 0 0
 1545.00 00253 0054 158483 -4011038.67654 1.00000 1.00000 0 0 0
 1551.00 00254 0056 158177 -4008072.01031 1.00000 1.00000 0 0 0
 1557.00 00255 0055 158355 -4009155.59090 1.00000 1.00000 0 0 0
 1563.00 00256 0056 158516 -4009532.75643 1.00000 1.00000 0 0 0
 1569.00 00257 0055 158441 -4008330.48924 1.00000 1.00000 0 0 0
 1575.00 00258 0054 158310 -4006865.53011 1.00000 1.00000 0 0 0
 1581.00 00259 0054 158591 -4006971.67729 1.00000 1.00000 0 0 0
 1587.00 00260 0056 158411 -4005807.86795 1.00000 1.00000 0 0 0
 1594.00 00261 0054 158556 -4005973.87568 1.00000 1.00000 0 0 0
 1599.00 00262 0054 158611 -4006716.09417 1.00000 1.00000 0 0 0
 1605.00 00263 0054 158323 -4007400.90311 1.00000 1.00000 0 0 0
 1611.00 00264 0054 158858 -4011975.24776 1.00000 1.00000 0 0 0
 1617.00 00265 0055 158382 -4009824.37258 1.00000 1.00000 0 0 0
 1623.00 00266 0055 158312 -4008950.12705 1.00000 1.00000 0 0 0
 1629.00 00267 0054 158312 -4009821.23465 1.00000 1.00000 0 0 0
 1635.00 00268 0055 158174 -4009728.80290 1.00000 1.00000 0 0 0
 1641.00 00269 0055 158332 -4007127.49090 1.00000 1.00000 0 0 0
 1647.00 00270 0055 158183 -4004471.00558 1.00000 1.00000 0 0 0
 1653.00 00271 0054 158198 -4002188.17989 1.00000 1.00000 0 0 0
 1660.00 00272 0054 158333 -4005626.88383 1.00000 1.00000 0 0 0
 1665.00 00273 0054 158313 -4004947.18749 1.00000 1.00000 0 0 0
 1671.00 00274 0054 158869 -4008269.84997 1.00000 1.00000 0 0 0
 1677.00 00275 0055 158354 -4006108.12058 1.00000 1.00000 0 0 0
 1683.00 00276 0054 158585 -4006211.22211 1.00000 1.00000 0 0 0
 1689.00 00277 0055 158520 -4006148.18606 1.00000 1.00000 0 0 0
 1695.00 00278 0054 158390 -4005133.58003 1.00000 1.00000 0 0 0
 1701.00 00279 0054 158231 -4004453.16047 1.00000 1.00000 0 0 0
 1707.00 00280 0056 158571 -4006595.18523 1.00000 1.00000 0 0 0
 1713.00 00281 0055 158715 -4009265.52130 1.00000 1.00000 0 0 0
 1719.00 00282 0055 158449 -4008083.25940 1.00000 1.00000 0 0 0
 1725.00 00283 0054 158416 -4006471.01836 1.00000 1.00000 0 0 0
 1731.00 00284 0054 158580 -4008399.94338 1.00000 1.00000 0 0 0
 1737.00 00285 0055 158697 -4009118.24541 1.00000 1.00000 0 0 0
 1743.00 00286 0055 158326 -4006438.31840 1.00000 1.00000 0 0 0
 1749.00 00287 0055 158402 -4008122.23050 1.00000 1.00000 0 0 0
 1755.00 00288 0056 158253 -4004444.71304 1.00000 1.00000 0 0 0
 1762.00 00289 0055 158124 -4004285.27302 1.00000 1.00000 0 0 0
 1768.00 00290 0056 158347 -4005228.61310 1.00000 1.00000 0 0 0
 1774.00 00291 0054 158483 -4004974.37595 1.00000 1.00000 0 0 0
 1780.00 00292 0055 158415 -4004105.75575 1.00000 1.00000 0 0 0
 1786.00 00293 0054 158675 -4005593.44399 1.00000 1.00000 0 0 0
 1792.00 00294 0054 159006 -4007972.85639 1.00000 1.00000 0 0 0
 1798.00 00295 0057 158673 -4006893.93423 1.00000 1.00000 0 0 0
 1804.00 00296 0056 158970 -4008278.84194 1.00000 1.00000 0 0 0
 1810.00 00297 0054 159105 -4009776.45630 1.00000 1.00000 0 0 0
 1816.00 00298 0055 158825 -4007141.84571 1.00000 1.00000 0 0 0
 1822.00 00299 0054 158792 -4007660.59245 1.00000 1.00000 0 0 0
 1828.00 00300 0054 158885 -4007915.92099 1.00000 1.00000 0 0 0
 1834.00 00301 0055 158847 -4007116.54503 1.00000 1.00000 0 0 0
 1840.00 00302 0055 158521 -4005303.61842 1.00000 1.00000 0 0 0
 1846.00 00303 0055 158773 -4005441.73725 1.00000 1.00000 0 0 0
 1852.00 00304 0058 158714 -4007776.10363 1.00000 1.00000 0 0 0
 1859.00 00305 0055 159080 -4011188.16027 1.00000 1.00000 0 0 0
 1865.00 00306 0055 158797 -4009208.68074 1.00000 1.00000 0 0 0
 1870.00 00307 0054 158476 -4007088.64033 1.00000 1.00000 0 0 0
 1876.00 00308 0054 158600 -4007241.31361 1.00000 1.00000 0 0 0
 1882.00 00309 0054 158314 -4006629.02778 1.00000 1.00000 0 0 0
 1888.00 00310 0054 158411 -4004870.97683 1.00000 1.00000 0 0 0
 1894.00 00311 0054 158436 -4005401.84689 1.00000 1.00000 0 0 0
 1900.00 00312 0055 158518 -4003889.24279 1.00000 1.00000 0 0 0
 1906.00 00313 0055 157933 -4003451.16863 1.00000 1.00000 0 0 0
 1912.00 00314 0054 158302 -4005993.87599 1.00000 1.00000 0 0 0
 1918.00 00315 0055 158374 -4004542.32440 1.00000 1.00000 0 0 0
 1924.00 00316 0055 158337 -4004555.14316 1.00000 1.00000 0 0 0
 1930.00 00317 0055 158353 -4005417.63285 1.00000 1.00000 0 0 0
 1936.00 00318 0057 157959 -4002190.89058 1.00000 1.00000 0 0 0
 1942.00 00319 0056 158217 -4004463.11036 1.00000 1.00000 0 0 0
 1948.00 00320 0054 157981 -4003517.41550 1.00000 1.00000 0 0 0
 1954.00 00321 0054 158239 -4004534.30141 1.00000 1.00000 0 0 0
 1960.00 00322 0054 158315 -4006630.26408 1.00000 1.00000 0 0 0
 1966.00 00323 0055 158486 -4007119.73530 1.00000 1.00000 0 0 0
 1972.00 00324 0054 158457 -4006996.69613 1.00000 1.00000 0 0 0
 1978.00 00325 0054 158678 -4009981.81988 1.00000 1.00000 0 0 0
 1984.00 00326 0054 158536 -4007702.63931 1.00000 1.00000 0 0 0
 1990.00 00327 0054 158158 -4005773.15156 1.00000 1.00000 0 0 0
 1996.00 00328 0055 158385 -4006036.87224 1.00000 1.00000 0 0 0
 2002.00 00329 0055 158282 -4004972.29376 1.00000 1.00000 0 0 0
 2008.00 00330 0054 158677 -4006503.37526 1.00000 1.00000 0 0 0
 2014.00 00331 0055 158675 -4007138.34417 1.00000 1.00000 0 0 0
 2020.00 00332 0056 158176 -4004677.67837 1.00000 1.00000 0 0 0
 2026.00 00333 0054 158288 -4004714.61655 1.00000 1.00000 0 0 0
 2032.00 00334 0054 158370 -4005579.35429 1.00000 1.00000 0 0 0
 2038.00 00335 0056 158471 -4005441.48131 1.00000 1.00000 0 0 0
 2044.00 00336 0054 158082 -4003525.40145 1.00000 1.00000 0 0 0
 2050.00 00337 0054 158220 -4003675.63779 1.00000 1.00000 0 0 0
 2056.00 00338 0054 158360 -4004321.85839 1.00000 1.00000 0 0 0
 2062.00 00339 0054 158218 -4002666.80874 1.00000 1.00000 0 0 0
 2068.00 00340 0054 158146 -4004145.75915 1.00000 1.00000 0 0 0
 2073.00 00341 0054 158554 -4006128.17391 1.00000 1.00000 0 0 0
 2079.00 00342 0055 158596 -4006156.81722 1.00000 1.00000 0 0 0
 2085.00 00343 0055 158471 -4004015.93896 1.00000 1.00000 0 0 0
 2091.00 00344 0055 158076 -4003230.12304 1.00000 1.00000 0 0 0
 2097.00 00345 0054 158221 -4003384.69271 1.00000 1.00000 0 0 0
 2103.00 00346 0054 158372 -4004354.57508 1.00000 1.00000 0 0 0
 2109.00 00347 0054 158099 -4001780.03756 1.00000 1.00000 0 0 0
 2115.00 00348 0054 158326 -4003432.22017 1.00000 1.00000 0 0 0
 2121.00 00349 0055 158287 -4003300.55768 1.00000 1.00000 0 0 0
 2127.00 00350 0054 157872 -4002275.83415 1.00000 1.00000 0 0 0
 2133.00 00351 0055 158387 -4006514.26634 1.00000 1.00000 0 0 0
 2139.00 00352 0054 158595 -4007105.50225 1.00000 1.00000 0 0 0
 2145.00 00353 0054 158727 -4007239.19774 1.00000 1.00000 0 0 0
 2151.00 00354 0054 158619 -4007251.67091 1.00000 1.00000 0 0 0
 2157.00 00355 0054 158773 -4007255.21407 1.00000 1.00000 0 0 0
 2163.00 00356 0054 158777 -4007664.54982 1.00000 1.00000 0 0 0
 2169.00 00357 0056 158513 -4005795.74458 1.00000 1.00000 0 0 0
 2175.00 00358 0056 158968 -4007519.40689 1.00000 1.00000 0 0 0
 2181.00 00359 0056 158783 -4006138.23169 1.00000 1.00000 0 0 0
 2187.00 00360 0056 158917 -4006081.13844 1.00000 1.00000 0 0 0
 2193.00 00361 0055 158524 -4004801.35126 1.00000 1.00000 0 0 0
 2199.00 00362 0055 158436 -4003197.85953 1.00000 1.00000 0 0 0
 2205.00 00363 0055 158475 -4002090.27064 1.00000 1.00000 0 0 0
 2211.00 00364 0056 158124 -4001332.43547 1.00000 1.00000 0 0 0
 2217.00 00365 0055 158282 -4002961.46217 1.00000 1.00000 0 0 0
 2223.00 00366 0055 158102 -4002807.62519 1.00000 1.00000 0 0 0
 2229.00 00367 0056 158556 -4004659.09623 1.00000 1.00000 0 0 0
 2236.00 00368 0057 158267 -4002086.91534 1.00000 1.00000 0 0 0
 2242.00 00369 0056 158356 -4005365.99388 1.00000 1.00000 0 0 0
 2248.00 00370 0057 158278 -4005774.34362 1.00000 1.00000 0 0 0
 2254.00 00371 0057 158596 -4006889.01121 1.00000 1.00000 0 0 0
 2260.00 00372 0055 158718 -4007904.39871 1.00000 1.00000 0 0 0
 2266.00 00373 0057 158870 -4008383.18760 1.00000 1.00000 0 0 0
 2273.00 00374 0055 158657 -4006772.16567 1.00000 1.00000 0 0 0
 2279.00 00375 0055 158653 -4007297.35784 1.00000 1.00000 0 0 0
 2285.00 00376 0055 158313 -4005614.63336 1.00000 1.00000 0 0 0
 2291.00 00377 0056 158352 -4006306.64137 1.00000 1.00000 0 0 0
 2297.00 00378 0055 158371 -4006292.25597 1.00000 1.00000 0 0 0
 2303.00 00379 0055 158025 -4003148.69814 1.00000 1.00000 0 0 0
 2309.00 00380 0056 158188 -4003432.89046 1.00000 1.00000 0 0 0
 2315.00 00381 0056 158188 -4003171.07981 1.00000 1.00000 0 0 0
 2321.00 00382 0055 158339 -4002345.72903 1.00000 1.00000 0 0 0
 2327.00 00383 0055 158756 -4004980.26456 1.00000 1.00000 0 0 0
 2333.00 00384 0055 158424 -4003485.41493 1.00000 1.00000 0 0 0
 2339.00 00385 0057 158392 -4003242.70356 1.00000 1.00000 0 0 0
 2345.00 00386 0057 158118 -4000970.81943 1.00000 1.00000 0 0 0
 2351.00 00387 0058 158330 -4000960.79904 1.00000 1.00000 0 0 0
 2358.00 00388 0059 158495 -4000867.11096 1.00000 1.00000 0 0 0
 2365.00 00389 0056 158247 -3999929.79079 1.00000 1.00000 0 0 0
 2371.00 00390 0055 158429 -4000612.94657 1.00000 1.00000 0 0 0
 2377.00 00391 0055 158640 -4002775.69054 1.00000 1.00000 0 0 0
 2383.00 00392 0055 158553 -4002218.45769 1.00000 1.00000 0 0 0
 2389.00 00393 0055 158746 -4002174.91931 1.00000 1.00000 0 0 0
 2395.00 00394 0055 158309 -4000223.69618 1.00000 1.00000 0 0 0
 2401.00 00395 0055 158480 -4000283.67088 1.00000 1.00000 0 0 0
 2407.00 00396 0055 158069 -3998442.53752 1.00000 1.00000 0 0 0
 2413.00 00397 0055 157980 -3997897.15277 1.00000 1.00000 0 0 0
 2419.00 00398 0055 158371 -3999339.17613 1.00000 1.00000 0 0 0
 2425.00 00399 0055 158197 -3999505.61429 1.00000 1.00000 0 0 0
 2431.00 00400 0055 158411 -4002165.15885 1.00000 1.00000 0 0 0
 2437.00 00401 0055 158521 -4001406.87563 1.00000 1.00000 0 0 0
 2443.00 00402 0056 158533 -4001692.55875 1.00000 1.00000 0 0 0
 2449.00 00403 0055 158179 -3999941.18363 1.00000 1.00000 0 0 0
 2455.00 00404 0055 158859 -4003300.13218 1.00000 1.00000 0 0 0
 2461.00 00405 0057 158734 -4002116.11525 1.00000 1.00000 0 0 0
 2468.00 00406 0056 158829 -4003737.69266 1.00000 1.00000 0 0 0
 2474.00 00407 0055 158861 -4003013.02485 1.00000 1.00000 0 0 0
 2480.00 00408 0055 158220 -4000748.12412 1.00000 1.00000 0 0 0
 2486.00 00409 0055 158622 -4002073.17994 1.00000 1.00000 0 0 0
 2492.00 00410 0056 158479 -4001191.82781 1.00000 1.00000 0 0 0
 2498.00 00411 0055 158758 -4003827.51250 1.00000 1.00000 0 0 0
 2504.00 00412 0055 158297 -4000920.42343 1.00000 1.00000 0 0 0
 2510.00 00413 0056 158515 -4000345.67965 1.00000 1.00000 0 0 0
 2516.00 00414 0057 158585 -4001376.77440 1.00000 1.00000 0 0 0
 2522.00 00415 0057 158336 -3999618.91179 1.00000 1.00000 0 0 0
 2528.00 00416 0059 158010 -3998345.68256 1.00000 1.00000 0 0 0
 2535.00 00417 0058 158484 -4000126.52416 1.00000 1.00000 0 0 0
 2541.00 00418 0057 158349 -4000047.88980 1.00000 1.00000 0 0 0
 2547.00 00419 0057 158193 -3999946.73860 1.00000 1.00000 0 0 0
 2553.00 00420 0056 158330 -4000961.60169 1.00000 1.00000 0 0 0
 2559.00 00421 0057 158145 -3999651.79335 1.00000 1.00000 0 0 0
 2566.00 00422 0056 158265 -4001392.23489 1.00000 1.00000 0 0 0
 2572.00 00423 0055 158060 -4000102.61121 1.00000 1.00000 0 0 0
 2578.00 00424 0057 158311 -4003888.32005 1.00000 1.00000 0 0 0
 2584.00 00425 0056 158289 -4004676.31312 1.00000 1.00000 0 0 0
 2590.00 00426 0058 158401 -4006435.18345 1.00000 1.00000 0 0 0
 2596.00 00427 0056 158746 -4005214.70596 1.00000 1.00000 0 0 0
 2602.00 00428 0056 158597 -4004910.76788 1.00000 1.00000 0 0 0
 2608.00 00429 0056 158462 -4004701.16421 1.00000 1.00000 0 0 0
 2614.00 00430 0057 158010 -4000974.79180 1.00000 1.00000 0 0 0
 2621.00 00431 0055 158539 -4001800.44792 1.00000 1.00000 0 0 0
 2627.00 00432 0055 158490 -4002358.91666 1.00000 1.00000 0 0 0
 2633.00 00433 0055 158225 -4000712.88495 1.00000 1.00000 0 0 0
 2639.00 00434 0056 158535 -3999444.16452 1.00000 1.00000 0 0 0
 2645.00 00435 0058 158307 -4000711.89934 1.00000 1.00000 0 0 0
 2651.00 00436 0055 158797 -4004233.22394 1.00000 1.00000 0 0 0
 2657.00 00437 0056 158554 -4002918.05794 1.00000 1.00000 0 0 0
 2663.00 00438 0057 158206 -3999202.50776 1.00000 1.00000 0 0 0
 2669.00 00439 0055 158210 -3998580.16999 1.00000 1.00000 0 0 0
 2675.00 00440 0055 158307 -3999562.27260 1.00000 1.00000 0 0 0
 2681.00 00441 0056 158428 -4000755.83054 1.00000 1.00000 0 0 0
 2688.00 00442 0055 158373 -4002153.63079 1.00000 1.00000 0 0 0
 2694.00 00443 0056 158044 -3999547.49671 1.00000 1.00000 0 0 0
 2700.00 00444 0056 157849 -3996869.72795 1.00000 1.00000 0 0 0
 2706.00 00445 0055 157661 -3996972.72406 1.00000 1.00000 0 0 0
 2712.00 00446 0056 157845 -3997761.24602 1.00000 1.00000 0 0 0
 2718.00 00447 0055 157603 -3995694.93502 1.00000 1.00000 0 0 0
 2724.00 00448 0055 158321 -3999950.18158 1.00000 1.00000 0 0 0
 2730.00 00449 0056 157925 -3997514.87453 1.00000 1.00000 0 0 0
 2736.00 00450 0055 158206 -3997810.85623 1.00000 1.00000 0 0 0
 2742.00 00451 0055 158157 -3995763.84689 1.00000 1.00000 0 0 0
 2748.00 00452 0055 158174 -3997065.88222 1.00000 1.00000 0 0 0
 2754.00 00453 0057 158150 -3996697.54834 1.00000 1.00000 0 0 0
 2760.00 00454 0055 157905 -3996197.30409 1.00000 1.00000 0 0 0
 2766.00 00455 0055 157971 -3997123.86247 1.00000 1.00000 0 0 0
 2772.00 00456 0055 158127 -3998057.22487 1.00000 1.00000 0 0 0
 2778.00 00457 0055 158035 -3997799.54891 1.00000 1.00000 0 0 0
 2784.00 00458 0055 158447 -4001021.88739 1.00000 1.00000 0 0 0
 2790.00 00459 0055 158482 -4001486.82541 1.00000 1.00000 0 0 0
 2796.00 00460 0057 158043 -3998481.30140 1.00000 1.00000 0 0 0
 2802.00 00461 0056 157972 -3998855.37396 1.00000 1.00000 0 0 0
 2808.00 00462 0055 158037 -3999324.04024 1.00000 1.00000 0 0 0
 2814.00 00463 0055 158093 -3998271.04702 1.00000 1.00000 0 0 0
 2820.00 00464 0055 158068 -3998742.03654 1.00000 1.00000 0 0 0
 2826.00 00465 0055 158331 -4002151.81601 1.00000 1.00000 0 0 0
 2832.00 00466 0057 158639 -4002918.75266 1.00000 1.00000 0 0 0
 2838.00 00467 0056 158128 -3999638.08628 1.00000 1.00000 0 0 0
 2845.00 00468 0056 158244 -4000074.95473 1.00000 1.00000 0 0 0
 2851.00 00469 0055 158223 -3998313.37026 1.00000 1.00000 0 0 0
 2857.00 00470 0055 158495 -3999970.45869 1.00000 1.00000 0 0 0
 2863.00 00471 0055 158323 -4000659.27275 1.00000 1.00000 0 0 0
 2868.00 00472 0056 158348 -4000338.20223 1.00000 1.00000 0 0 0
 2875.00 00473 0055 158703 -4002169.22206 1.00000 1.00000 0 0 0
 2881.00 00474 0055 158604 -4001280.37155 1.00000 1.00000 0 0 0
 2886.00 00475 0055 158310 -3998798.13370 1.00000 1.00000 0 0 0
 2892.00 00476 0055 158465 -3998729.32903 1.00000 1.00000 0 0 0
 2898.00 00477 0057 158335 -3996446.59479 1.00000 1.00000 0 0 0
 2905.00 00478 0056 158279 -3996459.19858 1.00000 1.00000 0 0 0
 2911.00 00479 0056 158543 -3998779.37846 1.00000 1.00000 0 0 0
 2917.00 00480 0057 158383 -3999460.34425 1.00000 1.00000 0 0 0
 2923.00 00481 0058 158535 -3999054.36120 1.00000 1.00000 0 0 0
 2930.00 00482 0056 158443 -3999675.12958 1.00000 1.00000 0 0 0
 2936.00 00483 0056 158336 -3998467.15959 1.00000 1.00000 0 0 0
 2942.00 00484 0055 157987 -3995731.79717 1.00000 1.00000 0 0 0
 2948.00 00485 0056 158059 -3995689.16997 1.00000 1.00000 0 0 0
 2954.00 00486 0056 158499 -3995640.14842 1.00000 1.00000 0 0 0
 2960.00 00487 0055 158580 -3995772.08085 1.00000 1.00000 0 0 0
 2966.00 00488 0056 158308 -3996791.39467 1.00000 1.00000 0 0 0
 2972.00 00489 0055 158685 -3999183.66455 1.00000 1.00000 0 0 0
 2978.00 00490 0055 158551 -3998686.77634 1.00000 1.00000 0 0 0
 2984.00 00491 0055 158602 -3998611.83435 1.00000 1.00000 0 0 0
 2990.00 00492 0056 158563 -3999287.04764 1.00000 1.00000 0 0 0
 2996.00 00493 0056 158426 -3999704.30251 1.00000 1.00000 0 0 0
 3003.00 00494 0055 158361 -3999731.07592 1.00000 1.00000 0 0 0
 3009.00 00495 0055 158479 -4000509.30846 1.00000 1.00000 0 0 0
 3015.00 00496 0057 158210 -3998260.38839 1.00000 1.00000 0 0 0
 3021.00 00497 0055 158176 -3996251.12483 1.00000 1.00000 0 0 0
 3027.00 00498 0055 158450 -3997103.43129 1.00000 1.00000 0 0 0
 3033.00 00499 0056 158343 -3998166.50750 1.00000 1.00000 0 0 0
 3039.00 00500 0055 158359 -3998956.35165 1.00000 1.00000 0 0 0
 3045.00 00501 0055 158230 -3997679.12633 1.00000 1.00000 0 0 0
 3051.00 00502 0055 158115 -3997875.98793 1.00000 1.00000 0 0 0
 3057.00 00503 0056 158163 -3997941.64086 1.00000 1.00000 0 0 0
 3063.00 00504 0056 158451 -3998676.37372 1.00000 1.00000 0 0 0
 3069.00 00505 0055 158188 -3998202.06979 1.00000 1.00000 0 0 0
 3075.00 00506 0055 158505 -3999074.75248 1.00000 1.00000 0 0 0
 3081.00 00507 0055 157588 -3995312.23361 1.00000 1.00000 0 0 0
 3087.00 00508 0056 157741 -3994846.45694 1.00000 1.00000 0 0 0
 3094.00 00509 0056 158032 -3996029.08561 1.00000 1.00000 0 0 0
 3100.00 00510 0055 158045 -3996233.40979 1.00000 1.00000 0 0 0
 3106.00 00511 0057 158194 -3996697.33665 1.00000 1.00000 0 0 0
 3112.00 00512 0057 158062 -3996656.13118 1.00000 1.00000 0 0 0
 3118.00 00513 0056 158281 -3997815.29675 1.00000 1.00000 0 0 0
 3124.00 00514 0055 158488 -3999670.92921 1.00000 1.00000 0 0 0
 3130.00 00515 0055 158786 -4001053.58377 1.00000 1.00000 0 0 0
 3136.00 00516 0056 158750 -3999042.00435 1.00000 1.00000 0 0 0
 3142.00 00517 0055 158904 -3999792.11643 1.00000 1.00000 0 0 0
 3148.00 00518 0056 158783 -3998056.61279 1.00000 1.00000 0 0 0
 3154.00 00519 0056 158490 -3997618.08314 1.00000 1.00000 0 0 0
 3160.00 00520 0055 158714 -3998908.80503 1.00000 1.00000 0 0 0
 3166.00 00521 0055 158492 -3997164.24812 1.00000 1.00000 0 0 0
 3172.00 00522 0056 158708 -3998481.76247 1.00000 1.00000 0 0 0
 3178.00 00523 0056 158507 -3997053.59099 1.00000 1.00000 0 0 0
 3184.00 00524 0056 158458 -3997356.79189 1.00000 1.00000 0 0 0
 3190.00 00525 0055 158143 -3995749.48299 1.00000 1.00000 0 0 0
 3196.00 00526 0055 158004 -3996303.99756 1.00000 1.00000 0 0 0
 3202.00 00527 0055 158078 -3996237.37542 1.00000 1.00000 0 0 0
 3208.00 00528 0055 157662 -3995817.71109 1.00000 1.00000 0 0 0
 3214.00 00529 0057 158128 -3998615.08287 1.00000 1.00000 0 0 0
 3220.00 00530 0057 158282 -3998312.20807 1.00000 1.00000 0 0 0
 3227.00 00531 0056 158159 -3997914.48116 1.00000 1.00000 0 0 0
 3233.00 00532 0056 157737 -3997026.46174 1.00000 1.00000 0 0 0
 3239.00 00533 0057 157776 -3997332.26591 1.00000 1.00000 0 0 0
 3245.00 00534 0056 158180 -4000331.86656 1.00000 1.00000 0 0 0
 3251.00 00535 0057 158324 -4000085.21750 1.00000 1.00000 0 0 0
 3257.00 00536 0055 158358 -3999453.59447 1.00000 1.00000 0 0 0
 3263.00 00537 0055 157992 -3998714.44729 1.00000 1.00000 0 0 0
 3269.00 00538 0055 158190 -4000635.41505 1.00000 1.00000 0 0 0
 3275.00 00539 0055 158082 -4000745.43485 1.00000 1.00000 0 0 0
 3281.00 00540 0055 158151 -4001822.26422 1.00000 1.00000 0 0 0
 3287.00 00541 0055 158024 -4000185.49280 1.00000 1.00000 0 0 0
 3293.00 00542 0055 158190 -3999296.54051 1.00000 1.00000 0 0 0
 3299.00 00543 0055 158273 -4000488.33152 1.00000 1.00000 0 0 0
 3305.00 00544 0056 158516 -4001687.75561 1.00000 1.00000 0 0 0
 3311.00 00545 0056 158132 -3998547.17936 1.00000 1.00000 0 0 0
 3317.00 00546 0057 157986 -3997885.89001 1.00000 1.00000 0 0 0
 3323.00 00547 0057 157871 -3996134.25170 1.00000 1.00000 0 0 0
 3329.00 00548 0056 158117 -3994930.10115 1.00000 1.00000 0 0 0
 3335.00 00549 0055 158174 -3995067.92005 1.00000 1.00000 0 0 0
 3341.00 00550 0055 158089 -3994785.25668 1.00000 1.00000 0 0 0
 3348.00 00551 0056 158088 -3993803.96011 1.00000 1.00000 0 0 0
 3354.00 00552 0056 158068 -3994614.58807 1.00000 1.00000 0 0 0
 3360.00 00553 0056 158312 -3997885.25666 1.00000 1.00000 0 0 0
 3366.00 00554 0056 158419 -3997190.76249 1.00000 1.00000 0 0 0
 3372.00 00555 0056 158515 -3997615.48783 1.00000 1.00000 0 0 0
 3378.00 00556 0055 158542 -3997874.74604 1.00000 1.00000 0 0 0
 3384.00 00557 0055 158511 -3998746.14800 1.00000 1.00000 0 0 0
 3390.00 00558 0056 158405 -3998343.45328 1.00000 1.00000 0 0 0
 3396.00 00559 0056 158423 -3999844.30747 1.00000 1.00000 0 0 0
 3402.00 00560 0056 158491 -3999088.21339 1.00000 1.00000 0 0 0
 3408.00 00561 0056 158153 -3998582.89055 1.00000 1.00000 0 0 0
 3415.00 00562 0056 158123 -3999599.92013 1.00000 1.00000 0 0 0
 3421.00 00563 0055 158128 -3999747.58935 1.00000 1.00000 0 0 0
 3427.00 00564 0056 158095 -4000681.59734 1.00000 1.00000 0 0 0
 3433.00 00565 0055 157972 -3998515.70030 1.00000 1.00000 0 0 0
 3439.00 00566 0056 158304 -3998426.43053 1.00000 1.00000 0 0 0
 3445.00 00567 0055 158138 -3996324.64722 1.00000 1.00000 0 0 0
 3451.00 00568 0055 157985 -3995575.69786 1.00000 1.00000 0 0 0
 3457.00 00569 0055 158259 -3997222.27758 1.00000 1.00000 0 0 0
 3463.00 00570 0056 158476 -3998617.14126 1.00000 1.00000 0 0 0
 3469.00 00571 0055 158610 -4000458.98790 1.00000 1.00000 0 0 0
 3475.00 00572 0056 158566 -4000070.43272 1.00000 1.00000 0 0 0
 3481.00 00573 0057 158324 -3998817.43705 1.00000 1.00000 0 0 0
 3487.00 00574 0056 158605 -4000035.27492 1.00000 1.00000 0 0 0
 3493.00 00575 0055 158373 -3999466.81729 1.00000 1.00000 0 0 0
 3499.00 00576 0055 158197 -3996608.56702 1.00000 1.00000 0 0 0
 3505.00 00577 0055 158403 -3997937.20678 1.00000 1.00000 0 0 0
 3511.00 00578 0055 158012 -3996313.48146 1.00000 1.00000 0 0 0
 3517.00 00579 0055 158171 -3995911.83711 1.00000 1.00000 0 0 0
 3523.00 00580 0055 158436 -3997380.66554 1.00000 1.00000 0 0 0
 3529.00 00581 0055 158226 -3994952.14131 1.00000 1.00000 0 0 0
 3535.00 00582 0055 158220 -3997980.30614 1.00000 1.00000 0 0 0
 3541.00 00583 0056 158082 -3997931.48438 1.00000 1.00000 0 0 0
 3547.00 00584 0056 158433 -4000431.52045 1.00000 1.00000 0 0 0
